key,0s,1s,2s,3s,4s,6s,outs,balls
"Sunny Singh, SB Wagh",1,0,0,0,2,0,0,3
"M Kaif, MF Maharoof",5,4,0,0,0,0,0,9
"CH Gayle, S Dhawan",0,1,0,0,0,0,0,1
"RR Pant, Ankit Soni",0,3,0,0,0,1,0,4
"ST Jayasuriya, SB Bangar",2,2,0,1,0,0,0,5
"CR Woakes, Sandeep Sharma",2,1,0,0,0,0,0,3
"LA Pomersbach, DR Smith",0,2,0,0,0,0,0,2
"V Sehwag, JD Unadkat",8,4,1,0,4,0,2,17
"B Chipli, IK Pathan",1,1,0,0,1,0,0,3
"MJ Clarke, SP Narine",1,1,1,0,0,0,0,3
"A Mishra, DE Bollinger",4,0,1,0,0,0,1,5
"MS Dhoni, M Kartik",11,17,5,1,1,2,0,37
"AJ Finch, MR Marsh",0,2,1,0,0,0,0,3
"SR Watson, LR Shukla",1,1,0,0,0,0,1,2
"DT Christian, SB Jakati",1,2,0,0,0,0,1,3
"Y Nagar, SB Jakati",2,6,1,0,0,0,0,9
"DNT Zoysa, S Sreesanth",1,0,0,0,0,0,1,1
"GH Vihari, DS Kulkarni",4,2,0,0,1,0,1,7
"CJ Anderson, Shakib Al Hasan",1,3,2,0,1,2,0,9
"Imran Tahir, D Wiese",0,1,0,0,0,0,0,1
"STR Binny, A Ashish Reddy",1,2,1,0,0,0,0,4
"CH Gayle, Anand Rajan",4,1,0,0,1,1,1,7
"Bipul Sharma, BA Stokes",1,1,2,0,0,0,0,4
"R Dhawan, P Awana",3,1,1,0,2,0,0,7
"DB Das, M Morkel",6,3,1,0,0,1,0,11
"AA Jhunjhunwala, R Vinay Kumar",4,1,0,0,0,0,0,5
"V Sehwag, JD Ryder",1,2,2,0,3,2,1,10
"AT Rayudu, MG Johnson",5,2,0,0,2,0,1,9
"BJ Hodge, A Nehra",9,2,1,0,0,0,2,12
"A Symonds, RJ Harris",0,2,0,0,0,0,0,2
"R Vinay Kumar, L Balaji",3,2,2,0,0,0,1,7
"DA Miller, M Kartik",1,4,0,1,0,1,0,7
"R Bhatia, SL Malinga",4,8,0,0,1,0,1,13
"R Dravid, MC Henriques",3,1,1,0,0,0,1,5
"WP Saha, IC Pandey",2,2,0,0,0,1,0,5
"MF Maharoof, Harbhajan Singh",2,3,0,0,1,2,0,8
"PA Patel, V Sehwag",1,0,0,0,0,0,1,1
"Yuvraj Singh, GD McGrath",1,3,0,0,0,3,1,7
"VR Aaron, B Kumar",2,0,0,0,0,1,1,3
"RJ Peterson, WD Parnell",0,3,0,0,0,0,0,3
"KA Pollard, J Theron",3,2,1,0,1,0,1,7
"V Kohli, Iqbal Abdulla",8,3,0,0,2,0,0,13
"SV Samson, R Bhatia",5,11,0,0,0,0,1,16
"CJ Anderson, JP Faulkner",8,4,2,0,2,3,0,19
"BA Stokes, MG Johnson",1,1,0,0,1,0,1,3
"S Dhawan, KAJ Roach",10,0,0,0,2,0,0,12
"AA Bilakhia, V Sehwag",0,1,0,0,0,0,0,1
"PP Chawla, DW Steyn",1,6,0,0,3,0,1,10
"KP Pietersen, BE Hendricks",2,1,2,0,3,1,0,9
"SA Yadav, SL Malinga",2,5,2,0,0,1,1,10
"EJG Morgan, Azhar Mahmood",16,2,2,0,2,2,2,24
"AC Gilchrist, AC Thomas",2,1,0,0,0,0,1,3
"MK Tiwary, KAJ Roach",0,1,0,0,0,0,0,1
"R Bhatia, IK Pathan",10,3,0,0,0,0,1,13
"DA Warner, MP Stoinis",5,4,0,0,1,1,0,11
"STR Binny, B Kumar",4,8,1,1,0,1,1,15
"JH Kallis, Mohammed Shami",2,0,0,0,0,0,1,2
"SE Marsh, SK Warne",2,3,1,0,1,3,0,10
"UT Khawaja, NM Coulter-Nile",1,1,0,0,1,0,0,3
"GC Smith, PP Chawla",3,3,0,0,2,0,0,8
"M Vijay, Ankit Sharma",11,7,1,0,3,0,1,22
"GB Hogg, HV Patel",2,1,1,0,1,0,1,5
"PA Patel, R Vinay Kumar",10,9,1,0,3,0,2,23
"SR Watson, Mohammed Shami",3,3,0,0,0,1,1,7
"JH Kallis, DJ Hussey",2,1,0,0,1,0,0,4
"DT Christian, R McLaren",0,1,1,0,1,1,0,4
"V Kohli, AG Murtaza",0,1,0,0,0,0,0,1
"JD Ryder, AB Dinda",3,1,0,0,0,0,0,4
"MD Mishra, AD Mathews",2,1,0,0,2,0,1,5
"IK Pathan, SM Pollock",0,1,0,0,0,0,0,1
"M Morkel, KA Pollard",1,0,1,0,0,1,1,3
"SK Raina, KK Cooper",5,5,0,0,2,1,2,13
"DPMD Jayawardene, I Sharma",11,4,1,1,3,1,3,21
"Mohammad Hafeez, AA Noffke",1,1,0,0,0,0,0,2
"CA Pujara, P Kumar",7,5,1,0,0,0,0,13
"GC Smith, PJ Sangwan",8,12,1,0,2,0,1,23
"KD Karthik, DJ Hussey",0,2,0,0,2,0,0,4
"SV Samson, A Zampa",7,3,4,0,0,2,2,16
"RR Powar, SM Harwood",1,1,0,0,0,0,0,2
"MF Maharoof, A Nehra",3,2,0,0,2,0,0,7
"KL Rahul, SP Narine",4,4,0,0,4,1,0,13
"VY Mahesh, DS Kulkarni",1,1,0,0,0,0,0,2
"S Dhawan, P Amarnath",4,3,1,0,0,1,0,9
"Y Gnaneswara Rao, DE Bollinger",0,1,0,0,0,0,0,1
"DW Steyn, AR Patel",1,2,0,0,0,0,0,3
"MS Dhoni, JJ Bumrah",10,12,3,0,1,2,3,28
"DJ Hooda, SL Malinga",2,0,0,0,0,0,2,2
"R Ashwin, UT Yadav",0,2,1,0,2,0,0,5
"KL Rahul, TG Southee",7,5,2,0,1,0,0,15
"MG Johnson, KK Cooper",4,3,0,0,1,0,0,8
"KA Pollard, PP Ojha",6,2,0,0,0,0,1,8
"CL White, A Mithun",1,1,0,0,2,1,0,5
"SV Samson, TA Boult",2,1,0,0,0,0,0,3
"IK Pathan, PJ Sangwan",2,3,1,0,2,2,0,10
"DB Ravi Teja, Yuvraj Singh",4,4,2,0,0,0,0,10
"TM Dilshan, M Muralitharan",4,5,1,0,1,0,1,11
"JDS Neesham, RA Jadeja",3,1,2,0,2,0,1,8
"AB Agarkar, DW Steyn",1,1,0,0,0,0,0,2
"IR Jaggi, Bipul Sharma",0,1,0,0,0,0,0,1
"KP Pietersen, Harmeet Singh",2,4,0,0,0,0,0,6
"DT Christian, DS Kulkarni",2,2,0,0,0,0,1,4
"V Kohli, AC Thomas",1,2,2,0,0,0,1,5
"MEK Hussey, SMSM Senanayake",8,3,0,0,1,0,0,12
"Gurkeerat Singh, NLTC Perera",0,2,0,0,0,0,0,2
"MS Bisla, SE Bond",5,5,0,0,1,0,0,11
"PA Patel, SN Thakur",9,6,3,0,4,0,1,22
"RV Uthappa, Gurkeerat Singh",1,2,0,0,1,0,0,4
"Salman Butt, S Sreesanth",7,2,0,0,3,0,1,12
"AA Jhunjhunwala, RP Singh",0,2,1,0,0,0,0,3
"JR Hopes, PP Chawla",1,1,0,0,0,0,1,2
"KK Cooper, Iqbal Abdulla",0,2,1,0,0,0,0,3
"RA Jadeja, JA Morkel",3,4,0,0,0,0,1,7
"RG Sharma, CJ Jordan",6,2,1,0,3,0,0,12
"MJ Clarke, A Ashish Reddy",1,1,0,0,0,0,0,2
"SE Marsh, CR Woakes",3,2,0,0,0,0,1,5
"AP Tare, P Kumar",3,1,0,0,1,0,0,5
"CA Ingram, Harbhajan Singh",0,1,0,0,0,0,0,1
"Umar Gul, Sohail Tanvir",2,1,0,0,0,1,1,4
"DR Smith, R Vinay Kumar",10,3,1,0,4,2,0,20
"AJ Finch, M Kartik",3,5,0,0,2,0,0,10
"MK Tiwary, YS Chahal",3,4,2,0,2,2,0,13
"IK Pathan, RR Powar",1,2,0,0,0,1,0,4
"RE Levi, S Nadeem",1,0,0,0,0,0,1,1
"DPMD Jayawardene, DT Christian",1,1,0,0,0,0,1,2
"P Kumar, WD Parnell",3,2,0,0,0,0,1,5
"EJG Morgan, PP Ojha",4,1,0,0,0,0,0,5
"AS Raut, CK Langeveldt",1,1,0,0,0,0,0,2
"AB de Villiers, RP Singh",5,4,2,0,1,0,1,12
"AB McDonald, PP Chawla",0,3,0,0,0,0,0,3
"G Gambhir, Azhar Mahmood",2,1,0,0,1,0,1,4
"AT Rayudu, RS Bopara",1,2,0,0,0,0,0,3
"SL Malinga, DJ Bravo",7,2,0,0,0,0,2,9
"MA Agarwal, DE Bollinger",14,3,0,0,4,1,0,22
"R Vinay Kumar, M Morkel",4,4,2,0,0,0,0,10
"B Chipli, S Nadeem",4,1,1,0,0,0,0,6
"SC Ganguly, DW Steyn",23,8,1,0,5,1,0,38
"DS Kulkarni, MJ McClenaghan",0,1,0,0,0,0,0,1
"AB de Villiers, Z Khan",9,6,1,0,5,0,1,21
"G Gambhir, B Lee",4,5,0,0,0,0,0,9
"A Mishra, L Ablish",1,3,0,0,0,0,0,4
"LMP Simmons, S Nadeem",1,2,0,0,0,0,0,3
"VVS Laxman, VRV Singh",3,3,1,0,2,0,0,9
"Shakib Al Hasan, MM Patel",0,2,0,0,1,0,0,3
"LR Shukla, A Mishra",2,2,0,0,0,1,0,5
"BJ Hodge, GR Napier",6,6,1,0,2,1,0,16
"R McLaren, A Mishra",3,1,1,0,0,0,1,5
"LRPL Taylor, DE Bollinger",0,2,0,0,1,0,0,3
"CJ Anderson, SR Watson",5,4,0,0,2,1,0,12
"S Badrinath, DT Christian",7,5,0,0,1,0,1,13
"CH Morris, DJ Bravo",5,4,6,0,3,2,0,20
"AC Voges, A Mishra",2,2,1,0,0,0,1,5
"CA Lynn, Sandeep Sharma",8,5,0,0,2,0,0,15
"BB Samantray, PV Tambe",3,2,0,0,2,0,0,7
"LR Shukla, TG Southee",3,2,1,0,1,0,1,7
"M Vohra, JP Faulkner",2,1,1,0,3,0,0,7
"MS Dhoni, DR Smith",5,5,0,0,0,0,0,10
"JH Kallis, TM Dilshan",1,6,2,0,0,0,0,9
"SC Ganguly, R McLaren",5,2,1,0,4,0,0,12
"D du Preez, RA Jadeja",2,1,1,0,0,0,0,4
"CA Pujara, Jaskaran Singh",3,2,1,0,0,0,0,6
"AD Mathews, SJ Srivastava",3,1,0,0,1,0,0,5
"Y Nagar, DL Vettori",1,1,1,0,1,0,1,4
"YK Pathan, JD Ryder",4,1,1,0,0,0,0,6
"KC Sangakkara, Umar Gul",7,4,1,0,4,1,2,17
"CL White, DS Kulkarni",2,6,0,0,4,2,0,14
"SR Tendulkar, Jaskaran Singh",7,6,1,0,4,0,0,18
"BJ Hodge, SB Styris",3,3,0,0,4,0,1,10
"J Botha, DT Christian",1,5,1,1,2,1,0,11
"MD Mishra, RA Jadeja",1,6,1,0,1,0,0,9
"AC Voges, BJ Hodge",0,1,0,0,1,0,0,2
"JP Duminy, Shoaib Ahmed",4,3,0,0,2,0,0,9
"RN ten Doeschate, LJ Wright",0,2,1,0,0,0,0,3
"Gurkeerat Singh, A Mishra",2,3,0,0,1,1,0,7
"Q de Kock, SK Raina",5,7,1,0,0,0,0,13
"SMSM Senanayake, CH Morris",2,1,0,0,0,0,0,3
"MK Pandey, SJ Srivastava",1,1,1,0,1,0,0,4
"MK Tiwary, V Kohli",0,2,0,0,1,0,0,3
"Gurkeerat Singh, S Aravind",1,0,0,0,0,0,0,1
"SP Fleming, DJ Bravo",4,1,0,0,2,0,0,7
"BJ Hodge, J Botha",3,3,0,0,0,0,1,6
"HH Gibbs, JH Kallis",12,13,1,0,3,1,0,30
"R Ashwin, P Kumar",2,3,0,0,0,0,0,5
"SPD Smith, M Kartik",3,3,0,0,2,0,0,8
"AP Majumdar, SK Trivedi",1,5,1,0,0,0,0,7
"Umar Gul, JR Hopes",1,0,0,0,0,2,0,3
"S Badrinath, Sohail Tanvir",1,0,1,0,1,0,0,3
"AT Rayudu, SR Watson",19,10,3,0,6,0,4,38
"BJ Hodge, Shakib Al Hasan",1,1,0,0,0,0,0,2
"GC Smith, Yuvraj Singh",0,3,0,0,0,0,0,3
"R Dravid, V Sehwag",0,5,0,0,1,0,0,6
"R Dravid, SR Watson",4,1,0,0,0,0,1,5
"J Botha, AC Thomas",4,0,0,0,0,0,0,4
"MA Starc, AR Patel",5,3,0,0,0,0,0,8
"Azhar Mahmood, R Ashwin",1,3,1,0,0,0,0,5
"DE Bollinger, A Mishra",4,1,0,0,0,0,0,5
"RG Sharma, D Salunkhe",2,2,0,0,0,0,0,4
"KD Karthik, V Pratap Singh",2,1,0,0,0,0,0,3
"MS Dhoni, DP Vijaykumar",1,2,1,0,0,0,0,4
"JP Faulkner, KA Pollard",2,0,0,0,0,0,1,2
"MA Agarwal, MN Samuels",3,1,0,0,0,0,1,4
"SW Billings, MM Sharma",3,5,0,0,3,0,0,11
"AM Rahane, VR Aaron",3,6,1,0,4,1,0,15
"YK Pathan, S Nadeem",3,1,0,0,0,0,0,4
"Ankit Sharma, M Morkel",0,1,0,0,0,0,0,1
"SE Marsh, AB McDonald",3,3,0,0,0,1,2,7
"GJ Bailey, Harbhajan Singh",5,6,2,0,0,0,1,13
"C de Grandhomme, BA Stokes",0,2,0,0,1,0,0,3
"SS Tiwary, D Wiese",0,2,0,0,0,0,0,2
"HM Amla, Mohammed Shami",3,1,0,0,0,0,0,4
"AB de Villiers, Sandeep Sharma",9,11,2,0,6,5,2,33
"PA Patel, Pankaj Singh",6,3,0,0,1,1,0,11
"KD Karthik, S Sreesanth",5,3,1,0,0,0,0,9
"G Gambhir, DB Ravi Teja",1,2,1,0,1,0,0,5
"DPMD Jayawardene, SM Harwood",3,0,0,0,0,1,1,4
"V Kohli, DL Vettori",1,7,1,0,0,0,0,9
"SP Narine, KV Sharma",3,0,0,0,0,0,1,3
"R Rampaul, KW Richardson",3,1,0,0,0,0,0,4
"RN ten Doeschate, D Wiese",0,2,0,0,0,0,0,2
"MK Tiwary, DR Smith",10,8,0,0,1,0,0,19
"SV Samson, VR Aaron",0,1,0,0,0,0,0,1
"DB Das, SM Pollock",3,0,0,0,0,1,0,4
"AM Rahane, KH Pandya",6,12,0,0,3,1,0,22
"SA Yadav, BE Hendricks",1,0,0,0,1,0,0,2
"Shakib Al Hasan, IK Pathan",1,1,0,0,0,0,1,2
"V Kohli, DL Chahar",1,3,0,0,3,0,0,7
"AR Patel, SP Narine",4,7,1,0,0,0,2,12
"R Sathish, RS Bopara",1,1,0,0,2,0,0,4
"WD Parnell, M Muralitharan",2,0,0,0,0,0,0,2
"YK Pathan, CH Morris",10,11,1,0,4,0,1,26
"Sachin Baby, A Mishra",4,0,1,0,0,0,1,5
"A Nehra, R Sharma",1,1,0,0,0,1,0,3
"M Vohra, L Balaji",3,0,0,0,1,1,2,5
"M Vohra, AD Mathews",1,3,0,0,1,0,0,5
"M Vijay, SE Bond",2,2,0,0,1,0,0,5
"KC Sangakkara, RP Singh",8,8,1,0,4,0,1,21
"KC Sangakkara, JH Kallis",2,3,0,0,1,0,0,6
"RT Ponting, AS Rajpoot",2,1,0,0,0,0,1,3
"S Rana, UT Yadav",1,1,2,0,1,0,0,5
"Yuvraj Singh, Shakib Al Hasan",5,3,0,0,0,0,1,8
"WPUJC Vaas, SK Warne",2,2,0,0,0,0,0,4
"STR Binny, Rashid Khan",2,2,0,0,0,0,0,4
"RR Sarwan, SB Bangar",0,1,0,0,0,0,0,1
"Gurkeerat Singh, P Negi",3,0,0,0,2,0,1,5
"KD Karthik, RE van der Merwe",4,8,0,0,0,0,0,12
"SR Tendulkar, RV Gomez",4,3,1,0,1,0,0,9
"D Wiese, MJ McClenaghan",1,1,0,0,3,0,0,5
"S Sohal, P Kumar",0,2,0,0,1,0,0,3
"KD Karthik, KA Pollard",5,7,1,0,3,0,1,16
"MEK Hussey, WD Parnell",8,5,0,0,2,0,0,15
"S Aravind, B Kumar",1,0,0,0,0,0,0,1
"VS Malik, BE Hendricks",0,1,0,0,0,0,0,1
"JH Kallis, AD Mascarenhas",3,3,1,0,0,0,0,7
"SV Samson, SL Malinga",2,4,0,0,1,1,1,8
"AA Chavan, KA Pollard",1,0,0,0,0,0,1,1
"JDP Oram, MM Patel",2,1,0,0,0,0,1,3
"DPMD Jayawardene, CJ McKay",3,3,0,0,1,0,0,7
"MR Marsh, I Sharma",1,0,0,0,0,0,0,1
"AB McDonald, CRD Fernando",0,6,0,0,0,0,0,6
"S Badrinath, SE Bond",2,2,0,0,1,0,0,5
"Umar Gul, PP Chawla",1,1,0,0,0,0,0,2
"JH Kallis, DW Steyn",11,4,1,0,5,0,2,21
"Mandeep Singh, BE Hendricks",1,2,0,0,0,0,0,3
"Sachin Baby, MJ McClenaghan",0,2,0,0,0,0,0,2
"V Kohli, TA Boult",13,1,0,0,1,1,0,16
"YK Pathan, T Shamsi",3,3,0,0,1,1,0,8
"SE Marsh, S Sriram",0,0,1,0,1,3,0,5
"WP Saha, DS Kulkarni",1,1,3,0,0,0,0,5
"NV Ojha, Pankaj Singh",2,1,0,0,0,0,1,3
"M Kaif, JD Unadkat",2,0,1,0,1,0,1,4
"CL White, AB Dinda",1,5,0,0,1,0,0,7
"R Bhatia, PP Ojha",1,0,0,0,0,0,1,1
"AP Tare, WD Parnell",3,0,0,0,0,0,1,3
"MC Henriques, NLTC Perera",6,5,1,0,3,0,0,15
"SE Marsh, J Theron",2,2,0,0,3,0,0,7
"Gurkeerat Singh, M Kartik",2,0,1,0,1,0,1,4
"B Lee, SK Trivedi",2,0,0,0,0,0,1,2
"CJ Anderson, VR Aaron",8,0,0,0,3,0,1,11
"B Akhil, JA Morkel",0,1,0,0,0,0,0,1
"RG Sharma, MC Henriques",9,9,2,0,4,2,0,26
"CA Lynn, JA Morkel",4,2,0,0,2,0,0,8
"Harbhajan Singh, S Nadeem",3,4,0,0,1,0,0,8
"DL Vettori, AB Dinda",1,3,0,0,0,0,0,4
"MA Starc, KW Richardson",0,1,1,0,0,0,0,2
"Gurkeerat Singh, SL Malinga",1,0,0,0,0,0,1,1
"RG Sharma, AS Rajpoot",6,3,0,0,1,0,1,10
"S Dhawan, DJ Hussey",1,2,0,0,0,1,0,4
"KP Pietersen, PP Chawla",2,2,1,0,1,1,0,7
"AC Voges, JH Kallis",5,2,3,0,0,0,0,10
"D Wiese, RA Jadeja",0,3,0,0,0,0,0,3
"Harpreet Singh, R Bhatia",0,2,1,0,0,0,0,3
"Yuvraj Singh, Z Khan",6,2,3,0,1,0,2,12
"HM Amla, HH Pandya",2,1,1,0,0,0,0,4
"KL Rahul, MA Starc",1,0,0,0,0,0,0,1
"J Botha, B Kumar",1,0,0,0,0,1,1,2
"N Rana, Ankit Soni",3,2,0,0,1,0,1,6
"CA Pujara, B Kumar",5,1,0,0,0,0,0,6
"DJ Bravo, YK Pathan",3,4,0,0,1,0,0,8
"SD Chitnis, MF Maharoof",0,1,0,0,0,0,0,1
"Sunny Singh, AB Agarkar",1,0,0,0,0,0,1,1
"SPD Smith, DE Bollinger",1,0,0,0,0,0,1,1
"RG Sharma, LR Shukla",0,2,0,0,0,0,0,2
"B Kumar, R Dhawan",2,1,1,0,0,0,1,4
"BJ Rohrer, R Ashwin",0,2,0,0,0,0,0,2
"CK Langeveldt, AB McDonald",1,0,0,0,0,0,1,1
"LPC Silva, DJ Thornely",0,2,0,0,0,0,0,2
"UBT Chand, MC Henriques",1,1,0,0,0,1,0,3
"J Botha, A Mishra",10,15,3,1,1,0,0,30
"KV Sharma, MR Marsh",1,2,0,0,0,0,0,3
"LRPL Taylor, PP Ojha",10,3,1,0,1,1,2,16
"R McLaren, JD Ryder",4,3,1,0,0,0,0,8
"STR Binny, AD Mathews",0,2,0,0,0,0,0,2
"MS Dhoni, A Symonds",7,7,1,0,0,1,1,16
"CH Gayle, P Awana",16,10,2,0,8,3,2,39
"MS Gony, RP Singh",2,0,0,0,0,0,0,2
"Y Venugopal Rao, JH Kallis",4,2,0,0,0,0,1,6
"RA Tripathi, PP Chawla",2,1,0,0,0,0,1,3
"SPD Smith, S Badree",4,6,0,0,4,1,0,15
"R Tewatia, CR Woakes",1,1,0,0,2,0,0,4
"KK Cooper, KA Pollard",1,0,0,0,1,0,1,2
"DJ Hussey, Parvez Rasool",1,6,0,0,0,0,0,7
"PJ Cummins, TM Head",1,1,0,0,0,1,1,3
"J Botha, VY Mahesh",3,2,1,0,0,0,0,6
"SR Watson, S Aravind",6,2,1,0,3,1,2,13
"YK Pathan, J Theron",2,4,1,0,0,0,0,7
"KD Karthik, Shivam Sharma",2,6,1,0,2,1,0,12
"SV Samson, SMSM Senanayake",2,2,0,0,0,1,0,5
"Y Venugopal Rao, SJ Srivastava",2,2,0,0,1,0,0,5
"AR Patel, DR Smith",1,0,0,0,1,2,1,4
"LRPL Taylor, BAW Mendis",0,7,1,0,0,1,0,9
"DJ Hussey, KA Pollard",10,8,2,0,2,1,1,23
"TM Head, JD Unadkat",1,0,0,0,0,0,1,1
"KL Rahul, Shakib Al Hasan",2,1,0,0,0,0,0,3
"CA Lynn, L Balaji",1,2,0,0,1,0,0,4
"M Vijay, R McLaren",6,3,1,0,1,0,0,11
"BJ Hodge, AC Voges",1,1,1,0,0,0,0,3
"MA Agarwal, VR Aaron",7,5,0,0,1,1,0,14
"A Mishra, PP Ojha",4,2,0,0,0,0,0,6
"S Dhawan, AD Mathews",3,5,1,0,3,1,0,13
"WP Saha, M Morkel",19,5,4,0,2,3,3,33
"M Kaif, A Mishra",6,5,0,0,0,1,2,12
"G Gambhir, MR Marsh",2,2,0,0,0,0,1,4
"KD Karthik, RG Sharma",0,2,0,0,0,1,0,3
"EJG Morgan, PJ Sangwan",1,3,0,0,1,0,0,5
"JA Morkel, JD Unadkat",1,2,0,0,2,0,0,5
"G Gambhir, Mustafizur Rahman",6,7,1,0,1,1,0,16
"V Kohli, R Bhatia",4,16,1,0,4,1,0,26
"J Suchith, DJ Bravo",0,1,0,0,0,0,0,1
"SK Raina, AB McDonald",3,0,0,0,1,1,0,5
"DB Das, SK Trivedi",1,4,0,0,0,0,0,5
"JA Morkel, MM Patel",2,10,2,0,1,2,0,17
"DR Smith, MG Johnson",2,6,2,0,1,1,0,12
"TM Dilshan, SC Ganguly",2,2,0,0,1,0,0,5
"MK Pandey, JJ Bumrah",1,8,2,0,3,1,0,15
"RG Sharma, Joginder Sharma",5,7,0,0,3,3,0,18
"GJ Bailey, DJ Hussey",1,0,0,0,0,0,0,1
"AT Rayudu, M Morkel",14,13,1,0,2,1,1,31
"PJ Cummins, Basil Thampi",0,2,2,0,0,0,0,4
"F du Plessis, GJ Maxwell",2,2,0,0,1,0,0,5
"Ishan Kishan, Z Khan",4,4,0,0,2,0,0,10
"AR Patel, AJ Tye",1,5,0,0,1,0,0,7
"EJG Morgan, SK Trivedi",2,5,1,0,0,1,0,9
"DR Martyn, P Kumar",2,0,0,0,1,0,1,3
"A Ashish Reddy, Harbhajan Singh",3,3,1,0,0,1,0,8
"SS Iyer, T Natarajan",2,1,0,0,1,0,0,4
"AT Rayudu, DL Vettori",5,4,0,0,0,0,1,9
"DB Ravi Teja, Sohail Tanvir",2,1,0,0,0,0,0,3
"MN Samuels, DT Christian",1,2,0,0,1,0,1,4
"KA Pollard, RA Jadeja",11,13,1,0,5,7,2,37
"NLTC Perera, SP Narine",8,8,5,0,2,1,0,24
"S Dhawan, A Kumble",1,2,0,0,0,0,0,3
"SP Narine, GJ Maxwell",0,1,0,0,2,0,0,3
"LR Shukla, DW Steyn",5,1,0,0,2,0,1,8
"JA Morkel, TM Dilshan",1,0,0,0,0,0,1,1
"LR Shukla, JM Kemp",1,4,0,0,1,0,0,6
"JD Ryder, DE Bollinger",6,2,1,0,3,0,1,12
"Y Gnaneswara Rao, SB Jakati",2,1,1,0,2,0,0,6
"G Gambhir, AB Dinda",5,3,3,0,4,2,0,17
"GJ Bailey, Anureet Singh",0,1,0,0,0,0,0,1
"P Awana, VR Aaron",0,3,0,0,0,0,0,3
"F du Plessis, SB Jakati",5,8,1,0,3,2,0,19
"RE van der Merwe, SL Malinga",0,3,0,0,1,0,0,4
"M Rawat, IK Pathan",1,3,0,0,0,0,0,4
"LMP Simmons, DJ Muthuswami",2,1,0,0,0,0,1,3
"GC Smith, L Balaji",1,5,0,0,3,2,0,11
"SK Warne, SL Malinga",0,1,0,0,0,0,0,1
"JA Morkel, Shahid Afridi",1,2,0,0,0,0,0,3
"FH Edwards, SL Malinga",2,0,0,0,0,0,1,2
"DT Christian, Z Khan",1,0,0,0,0,0,1,1
"MA Starc, UT Yadav",0,1,1,0,0,0,0,2
"RS Sodhi, SL Malinga",1,0,0,0,1,0,0,2
"AT Rayudu, CH Morris",7,5,2,0,0,0,0,14
"MJ Clarke, YK Pathan",2,1,1,0,0,0,1,4
"V Kohli, V Pratap Singh",3,4,0,0,0,0,0,7
"RG Sharma, PJ Sangwan",11,4,0,0,2,0,1,17
"S Anirudha, Harbhajan Singh",3,1,0,0,0,0,1,4
"SV Samson, P Negi",2,1,0,0,1,0,0,4
"V Sehwag, Shakib Al Hasan",0,1,1,0,0,0,0,2
"NLTC Perera, SR Watson",6,1,1,0,0,1,2,9
"Kuldeep Yadav, HH Pandya",2,4,0,0,0,0,0,6
"MK Tiwary, AR Patel",2,5,1,0,0,0,0,8
"AM Nayar, K Goel",0,3,0,0,1,0,0,4
"F du Plessis, CH Morris",2,4,0,0,0,0,0,6
"V Kohli, CL White",0,1,1,0,1,1,0,4
"CH Morris, MG Johnson",2,2,1,0,1,0,0,6
"RG Sharma, GB Hogg",6,3,1,0,3,0,1,13
"RV Uthappa, DJ Muthuswami",2,1,0,0,1,0,1,4
"R Sathish, R Vinay Kumar",3,6,2,0,1,1,0,13
"L Balaji, RP Singh",2,1,0,0,1,0,1,4
"JD Ryder, TM Dilshan",0,2,0,0,0,0,0,2
"MG Johnson, JP Faulkner",3,2,2,0,0,0,3,7
"DPMD Jayawardene, Harbhajan Singh",9,20,4,0,5,0,1,38
"AT Rayudu, BB Sran",3,1,1,0,1,0,1,6
"A Mishra, I Sharma",2,1,0,0,0,0,0,3
"G Gambhir, V Pratap Singh",7,1,0,0,3,0,0,11
"AM Rahane, IC Pandey",4,3,0,1,2,0,0,10
"S Dhawan, UT Yadav",23,20,1,0,11,0,1,55
"NL McCullum, R Ashwin",1,1,1,0,0,0,0,3
"SP Goswami, M Ntini",7,2,0,0,1,0,0,10
"SS Iyer, Harbhajan Singh",4,7,0,0,1,2,1,14
"KA Pollard, CH Gayle",0,3,0,0,2,1,0,6
"BCJ Cutting, Imran Tahir",0,1,0,0,0,0,0,1
"SC Ganguly, Jaskaran Singh",2,1,0,0,0,0,0,3
"AF Milne, MJ McClenaghan",1,0,0,0,0,0,0,1
"AB McDonald, UT Yadav",3,1,0,0,0,0,0,4
"SJ Srivastava, SL Malinga",0,1,1,0,0,0,0,2
"AR Patel, MA Starc",1,3,1,0,0,0,1,5
"PD Collingwood, DJ Hussey",1,6,1,1,0,0,0,9
"A Symonds, M Muralitharan",10,5,0,0,0,0,0,15
"AM Rahane, B Lee",7,1,0,0,0,0,0,8
"AC Gilchrist, B Lee",14,9,1,0,4,1,0,29
"SE Marsh, SB Jakati",2,4,0,0,3,2,0,11
"TM Head, Sandeep Sharma",3,0,3,0,1,0,1,7
"LRPL Taylor, KK Cooper",7,4,2,0,0,0,0,13
"SR Watson, JD Unadkat",1,8,1,0,2,1,0,13
"RA Jadeja, GS Sandhu",1,2,0,0,0,0,0,3
"P Negi, D Wiese",2,1,0,0,1,0,0,4
"Harbhajan Singh, J Botha",1,3,0,0,0,0,0,4
"MA Agarwal, KV Sharma",0,1,0,0,0,0,0,1
"Yuvraj Singh, SM Pollock",1,1,0,0,1,1,1,4
"SMSM Senanayake, R Ashwin",1,2,0,0,0,0,0,3
"JP Faulkner, S Gopal",1,6,1,0,0,0,0,8
